Nivel	Ac	Ap	Et	Ev	a	r
85.79	9.33	61.77	51.97	0	25	-50
86.14	9.04	52.3	51.95	0	1	-50
86.31	4.54	50.79	51.88	0	1	100
86.37	2.95	41.52	51.87	0	1	100
86.23	0	36.83	51.81	0	1	100
85.95	0	36.99	51.81	0	22	-50
85.67	6.3	75.95	52.05	0	25	-50
86.22	9.95	48.23	51.94	0	1	100
86.33	0	29.66	51.63	0	1	100
85.92	0	55.91	51.83	0	25	-50
85.99	0	41.06	64.16	0	7	-50
85.56	0	65.96	74.95	0	25	-50
85.39	23.57	80.35	63.63	0	19	-50
86.13	0	80.36	79.62	0	25	-50
86.14	0	66.63	81.53	0	7	-50
85.86	10.92	67.57	80.99	0	19	-50
85.81	2.95	75.46	77.69	0	19	-50
85.82	0	66.89	79.14	0	7	-50
85.59	3.53	75.47	75.52	0	19	-50
85.65	16.3	63.12	65.1	0	1	-50
85.91	0	54.95	76.94	0	7	-50
85.5	0	58.2	79.02	0	25	-50
85.11	0	86.12	78.92	0	19	-50
85.24	12.92	96.41	80.94	0	25	-50
85.76	10.91	91.4	81.48	0	7	-50
86.14	10.62	79.01	75.76	0	1	-50
86.39	2.82	30.9	66.07	0	1	100
85.79	0	32.77	77.6	0	25	-50
84.96	0	81.87	80.57	0	25	-50
84.98	16.76	96.38	81.43	0	25	-50
85.56	26.6	98.13	75.08	0	19	-50
86.47	19.24	51.33	65.44	0	1	100
86.56	0	19.92	73.88	0	7	100
85.56	12.36	88.34	65.19	0	19	-50
86.21	1.97	87.66	79.02	0	7	100
86.4	9.49	101.43	80.78	0	25	100
86.95	1.06	61.45	81.08	0	7	100
86.6	0	33.84	80.53	0	1	100
85.73	0	74.54	77.58	0	19	-50
85.67	6.04	83.83	75.04	0	19	-50
85.94	18.47	69.71	65.7	0	1	-50
86.35	0	49.32	78.28	0	7	100
85.81	16.37	87.25	81.13	0	25	-50
86.22	39.83	43.84	81.33	0	7	100
86.26	11.73	38.19	80.23	0	1	100
85.7	0	73.67	79.07	0	19	-50
85.6	18.37	91.51	76.24	0	19	-50
86.22	21.62	47.76	65.33	0	1	100
86.29	0	56.78	78.23	0	25	100
85.89	0	76.63	79.67	0	25	-50
85.83	0	67.57	78.16	0	1	-50
85.63	4.17	88.29	79.65	0	25	-50
85.86	13.53	93.64	79.74	0	25	-50
86.36	13.96	73.62	76.46	0	1	100
86.56	0	46.43	69.57	0	1	100
86.13	0	59.53	78.28	0	25	-50
85.78	3.62	89.24	80.24	0	25	-50
86.01	7.74	76.07	79.86	0	1	-50
86.08	0	67.92	79.64	0	1	-50
85.86	1.14	88.54	80.2	0	25	-50
86.03	4.96	76.18	75.9	0	1	-50
86.12	1.19	55.13	69.58	0	1	-50
85.87	0	77.83	78.65	0	25	-50
85.85	8.97	95.93	80.26	0	25	-50
86.3	4.75	83.54	78.8	0	1	100
86.47	0	61.15	79.81	0	7	100
86.12	0	67.73	79.37	0	19	-50
85.9	5.66	81.96	75.99	0	19	-50
86.11	12.96	61.59	68.87	0	1	-50
86.21	0	64.33	78.11	0	25	100
85.95	3.14	87.76	80.85	0	25	-50
86.13	4.38	67.86	78.64	0	1	-50
86.01	0	60.05	78.89	0	7	-50
85.66	1.24	80.2	79.63	0	25	-50
85.58	12.24	93.95	76.18	0	19	-50
86.24	15.21	48.21	69.73	0	1	100
86.12	0	70.54	77.92	0	25	-50
85.98	5.09	80.45	79.85	0	25	-50
86.08	0.44	71.44	79.76	0	1	-50
85.93	0	78.73	79.58	0	19	-50
85.91	4.52	79.06	79.54	0	19	-50
85.98	1.29	73.23	75.89	0	1	-50
85.95	3.44	59.25	70.65	0	1	-50
85.8	0	69.21	78.25	0	25	-50
85.63	0	21.93	78.16	0	1	-50
84.59	5.28	106.89	73.99	0	19	-50
85.29	13.65	75.6	79.44	0	7	-50
85.47	0	67.05	79.4	0	1	-50
85.24	5.45	74.51	75.96	0	19	-50
85.31	4.28	54.58	70.6	0	1	-50
85.09	0	73.62	77.79	0	25	-50
85.01	6.99	89.57	77.31	0	19	-50
85.36	20.82	94.27	80.13	0	25	-50
86	15.53	80.86	79.98	0	1	-50
86.3	4.45	66.59	80	0	7	100
86.13	3.63	78.65	76.2	0	19	-50
86.24	12.09	36.13	69.69	0	1	100
85.84	6.09	83.53	79.26	0	25	-50
86.03	0.82	58.77	80.09	0	7	-50
85.65	7.96	100.28	82.59	0	25	-50
86.12	18.38	75.77	82.14	0	1	-50
86.34	0	63.67	78.76	0	1	100
86.06	0	61.72	75.67	0	1	-50
85.8	15.24	57.6	68.89	0	1	-50
85.87	19.61	75.54	78.23	0	25	-50
86.18	6.26	44.93	78.81	0	7	-50
85.67	2.34	73.87	79.38	0	25	-50
85.61	38.12	94.2	79.7	0	25	-50
86.58	40.45	21.65	79.37	0	1	100
86.26	0	45.59	75.84	0	19	100
85.7	13.75	54.42	69.65	0	19	-50
85.67	2.3	91.04	78.61	0	25	-50
85.94	27.48	59.84	79.62	0	7	-50
86.08	24.79	15.22	78.94	0	1	-50
85.36	5.95	74.96	79.23	0	25	-50
85.39	29.69	55.04	76.5	0	1	-50
85.54	12.64	60.33	76.15	0	19	-50
85.48	28.03	58.37	70.02	0	1	-50
85.78	4.05	70.76	77.97	0	25	-50
85.72	6.62	75.32	79.08	0	25	-50
85.77	5.1	70.83	79.58	0	7	-50
85.7	0	45.91	79.31	0	1	-50
85.08	2.44	80.44	82.15	0	25	-50
85.09	28.82	87	75.54	0	19	-50
85.83	16.8	58.4	69.61	0	1	-50
85.93	6	84.79	78.76	0	25	-50
86.15	15.36	69.81	80.14	0	7	-50
86.24	0	65.8	79.75	0	1	100
85.98	16.22	79.63	80.46	0	25	-50
86.26	20.59	72.08	80.63	0	7	100
86.48	4.75	28.51	75.99	0	1	100
85.69	17.42	54.74	69.32	0	19	-50
85.74	34.22	79.31	78.76	0	25	-50
86.38	21.99	48.25	79.96	0	7	100
86.2	17.98	72.47	80.01	0	25	100
86.39	0	62.46	79.6	0	1	100
86.07	0	64.51	94.11	0	25	-50
85.52	4.19	95.76	94.86	0	25	-50
85.61	0	70	94.73	0	1	-50
85.15	2.3	92.76	94.92	0	25	-50
85.15	21.25	110.21	95.47	0	25	-50
85.81	20.01	99.61	95.54	0	7	-50
86.25	4.88	88.44	94.69	0	1	100
86.22	0.34	91.09	95.03	0	25	100
86.15	0	85.9	94.93	0	1	-50
85.98	0	77.78	94.94	0	7	-50
85.66	1.3	91.8	95.06	0	25	-50
85.62	6.78	96.75	95.25	0	25	-50
85.77	6.25	96.17	95.18	0	1	-50
85.9	9.87	92.43	95.08	0	1	-50
86.03	0	34.7	94.67	0	1	-50
84.92	33.26	79.37	74.01	0	19	-50
85.63	38.11	27.85	63.24	0	1	-50
85.68	8.6	50.51	70.38	0	25	-50
85.47	18.31	44.89	72.22	0	7	-50
85.3	0	46.56	71.9	0	19	-50
84.83	6.47	107.95	93.68	0	25	-50
85.21	25.51	100.53	95.54	0	7	-50
85.77	10.43	72.24	95.04	0	1	-50
85.54	12.39	99.18	95.2	0	25	-50
85.84	33.38	103.6	95.62	0	25	-50
86.6	43.56	92.39	95.64	0	7	100
87.34	26.04	21.17	94.8	0	1	100
86.46	0	55.58	94.5	0	19	100
85.74	0	83.48	96.89	0	25	-50
85.49	0	85.46	109.6	0	25	-50
85.04	0.18	106.48	109.05	0	19	-50
84.99	26.89	106.7	105.65	0	19	-50
85.5	17.06	92.24	111.94	0	7	-50
85.45	0	94.01	111.82	0	19	-50
85.12	4.2	107.91	111.55	0	19	-50
85.13	1.53	108.15	112.38	0	25	-50
85.08	1.99	108.25	112.31	0	19	-50
85.04	10.3	108.94	109.8	0	19	-50
85.21	36.32	105.68	109.92	0	7	-50
85.8	40.01	89.3	95.68	0	1	-50
86.42	31.91	73.05	92.99	0	1	100
86.64	24.06	30.92	94.51	0	7	100
85.91	34.16	79.17	107.3	0	25	-50
86.02	0	64.95	94.62	0	1	-50
85.47	10.79	100.34	95.27	0	25	-50
85.76	19.94	80.17	95.08	0	1	-50
85.85	34.14	88.6	84.17	0	19	-50
86.56	39.48	47.71	80.59	0	1	100
86.68	24.61	30.43	80.47	0	1	100
86.21	0.63	41.16	79.68	0	19	100
86.28	48.92	77.61	80.99	0	25	100
86.35	24.09	44.12	63.13	0	1	100
86.44	0	23.36	76.31	0	7	100
85.46	0	84.23	80.26	0	25	-50
85.53	1.17	62.68	80.48	0	7	-50
85.22	29.44	88.8	82.9	0	25	-50
85.87	22.05	78.99	82	0	1	-50
86.22	15.06	62.79	79.38	0	1	100
86.19	11.62	63.14	66.58	0	19	-50
86.34	0	62.3	76.37	0	7	100
86.08	9.3	55.57	79.99	0	7	-50
85.8	77.05	64.26	80.6	0	25	-50
86.92	37.99	25.72	79.94	0	1	100
86.62	20.82	41.8	79.92	0	19	100
86.3	17.06	62.78	80.24	0	25	100
86.29	14.33	55.42	63.62	0	1	100
86.4	0.54	65.39	79.42	0	25	100
86.15	11.11	77.92	94.84	0	25	-50
86.04	41.65	53.29	94.92	0	7	-50
86.04	22.62	43.82	98.95	0	7	-50
85.44	27.62	86.28	104.11	0	25	-50
85.62	61.15	63.05	103.57	0	1	-50
86	112.89	24.6	106.97	0	7	-50
86.56	127.97	8.06	112.88	3.6	8	100
86.92	38.46	49.63	111.44	17.28	20	100
86.17	16.68	112.95	112.19	17.28	25	-50
86.17	10.04	113.29	111.25	18	20	-50
86.06	0.78	116.49	112.32	17.28	24	-50
85.83	0	118.86	112.25	17.28	19	-50
85.63	0	113.29	112.12	17.28	1	-50
85.33	3.31	127.59	112.35	17.28	25	-50
85.35	4.38	131.57	112.54	17.28	25	-50
85.46	0	130.92	111.37	18.36	2	-50
85.48	0	127.02	112.31	17.28	6	-50
85.43	0	129.84	112.4	17.28	25	-50
85.43	13.7	132.52	112.61	17.28	25	-50
85.73	13.79	127.74	117.2	17.28	7	-50
85.86	12.19	115.78	112.39	12.82	0	-50
85.91	14.25	87.57	100.63	0	0	-50
85.93	0	80.14	94.76	0	1	-50
85.66	9.75	91.3	95.01	0	25	-50
85.77	7.23	74.18	86.26	0	1	-50
85.68	9.76	94.44	86.75	0	25	-50
86	0	60.15	86.04	0	1	-50
85.52	7.08	96.39	86.56	0	25	-50
85.83	3.84	94.5	86.86	0	7	-50
86.04	0	70.92	85.43	0	1	-50
85.77	43.13	85.91	86.7	0	25	-50
86.55	45.87	16.06	86.3	0	1	100
86.1	20.19	55.75	86.23	0	19	-50
85.91	9.79	77.17	86.4	0	25	-50
85.92	9.19	89.47	86.6	0	25	-50
86.14	0	71.14	86.16	0	1	-50
85.86	18.6	85.01	86.09	0	19	-50
86.18	33.74	60.13	71.52	0	1	-50
86.59	8.47	21.53	70.06	0	1	100
85.85	11.66	69.99	69.1	0	19	-50
86.08	8.38	52.3	58.95	0	1	-50
86.11	3.75	54.46	58.08	0	19	-50
86.11	0.4	59.76	68.73	0	25	-50
85.95	0	55.07	69.57	0	7	-50
85.68	0	36.06	69	0	1	-50
85.07	0	68.27	68.71	0	19	-50
85.06	10.24	78.6	69.74	0	25	-50
85.41	27.61	40.22	52.52	0	1	-50
85.69	18.22	69.9	68.96	0	25	-50
86.04	1.76	49.4	70.62	0	7	-50
85.68	0	44.13	70.03	0	1	-50
85.39	9.55	74.97	70.85	0	25	-50
85.64	0	61.99	71.12	0	7	-50
85.47	0	44.55	68.82	0	1	-50
85.02	19.74	68.33	59.23	0	19	-50
85.55	0	40.03	67.55	0	7	-50
85.04	9.51	85.69	69.68	0	25	-50
85.51	23.74	69.21	71.15	0	7	-50
85.91	32.67	46.65	71.18	0	7	-50
86.06	8.03	43.32	70.74	0	1	-50
85.7	3.89	67.3	70.01	0	19	-50
85.72	6.7	47.88	59.4	0	1	-50
85.63	0.67	66.4	69.66	0	25	-50
85.58	5.16	74.6	71.06	0	25	-50
85.74	3.6	70.63	70.85	0	1	-50
85.8	0	67.42	71.1	0	7	-50
85.73	0	64.41	70.8	0	1	-50
85.61	0	55.97	68.85	0	1	-50
85.37	8.4	70.42	59.2	0	19	-50
85.73	0	49.92	69.28	0	7	-50
85.37	2.11	73.5	71.16	0	25	-50
85.45	2.04	74.79	71.34	0	25	-50
85.55	0	69.96	71	0	1	-50
85.53	10.17	63.62	70.97	0	1	-50
85.58	16.53	60.71	69.6	0	1	-50
85.72	35.99	39.48	57.03	0	1	-50
86.06	51.66	55.17	56.85	0	19	-50
86.98	10.76	15.54	56.62	0	1	100
86.42	28.73	3.95	56.46	0	1	100
85.98	19.58	27.43	56.16	0	19	-50
85.81	6.79	51.39	56.51	0	25	-50
85.84	6.3	32.32	46.07	0	1	-50
85.7	0.03	30.13	45.26	0	1	-50
85.42	24.15	58.32	56.41	0	25	-50
85.9	21.83	22.9	56.61	0	7	-50
85.68	13.13	53.53	56.84	0	25	-50
85.86	9.01	38.92	56.49	0	1	-50
85.7	6.48	47.67	56.75	0	25	-50
85.65	7.71	42.98	46.21	0	1	-50
85.73	2.31	25.71	45.21	0	1	-50
85.41	0	65.4	69.09	0	25	-50
85.34	9.96	82.07	71.28	0	25	-50
85.72	2.25	72.2	70.61	0	1	-50
85.79	10.62	80.99	69.31	0	19	-50
86.2	43.38	39.87	71.83	0	7	100
86.41	59.24	20.57	70.02	0	1	100
86.59	24.02	2.88	58.29	0	1	100
86.01	18.63	55.2	68.85	0	25	-50
86.1	9.02	67.3	70.82	0	25	-50
86.2	2.2	55.5	70.65	0	1	100
85.96	3.28	70.45	70.39	0	19	-50
86.02	0	61.61	67.98	0	1	-50
85.9	0	50.34	69.17	0	7	-50
85.55	0.55	47.2	58.98	0	1	-50
85.34	2.94	66.39	67.01	0	25	-50
85.38	7.01	87.56	72.75	0	25	-50
85.78	0	68.36	71.38	0	1	-50
85.72	0	61.23	70.9	0	1	-50
85.54	10.49	68.19	71.54	0	25	-50
85.67	9.58	63.91	68.04	0	1	-50
85.77	11.47	46.8	58.77	0	1	-50
85.76	0	59.13	69.4	0	25	-50
85.57	3.98	68.46	70.69	0	25	-50
85.6	3.27	76.46	70.92	0	25	-50
85.76	1.25	63.1	70.79	0	1	-50
85.64	0	62.85	70.91	0	7	-50
85.49	1.82	69.31	68.38	0	19	-50
85.54	0	47.09	58.87	0	1	-50
85.32	10.17	66.76	58.36	0	19	-50
85.66	6.93	79.04	69.65	0	25	-50
85.96	1.52	59.59	70.84	0	7	-50
85.78	11	69.35	74.91	0	25	-50
85.88	2.4	61.22	75.51	0	7	-50
85.66	17.37	67.54	75.15	0	19	-50
85.84	14.85	27.47	61.23	0	1	-50
85.49	4.44	85.34	71.78	0	25	-50
85.82	5.38	61.22	75.14	0	7	-50
85.66	7.32	81.85	75.45	0	25	-50
85.91	3.78	79.23	75.77	0	7	-50
86.04	0	63.25	75	0	1	-50
85.82	4.4	83.86	74.02	0	19	-50
86.08	27.04	44.13	62.84	0	1	-50
86.23	6.26	33.37	72.65	0	7	100
85.62	2.76	76.23	75.68	0	25	-50
85.68	10.19	82.48	75.79	0	25	-50
85.99	4.18	59.61	75.54	0	1	-50
85.77	0	78.81	75.34	0	19	-50
85.83	9.91	53.23	74.83	0	1	-50
85.61	15.79	46.53	62.25	0	1	-50
85.61	2.21	81.04	73.47	0	25	-50
85.79	3.72	73.66	75.62	0	7	-50
85.82	4.83	69.4	75.14	0	1	-50
85.8	1.59	81.23	76.15	0	25	-50
85.92	2.02	72.32	75.25	0	1	-50
85.9	0.49	76.83	75.41	0	25	-50
85.93	1.47	43.82	62.48	0	1	-50
85.61	0	64.93	72.87	0	25	-50
85.46	5.38	88.74	79.94	0	25	-50
85.72	0	71.51	79.58	0	1	-50
85.57	1.53	81.93	79.6	0	25	-50
85.64	2	88.75	79.73	0	25	-50
85.84	0.96	74.51	79.71	0	1	-50
85.76	0	65.04	65.99	0	1	-50
85.74	0	57.4	77.83	0	7	-50
85.36	2.69	84.79	79.69	0	25	-50
85.5	6.98	89.12	79.66	0	19	-50
85.8	0	83.26	77.65	0	1	-50
85.9	0.89	83.37	79.76	0	25	-50
85.98	0	80.18	79.45	0	1	-50
85.99	0	51.19	66.2	0	1	-50
85.71	0	68.93	65.5	0	19	-50
85.77	0	70.47	78.96	0	25	-50
85.61	0	80.2	79.85	0	25	-50
85.61	0	83.21	79.13	0	19	-50
85.68	2.89	83.7	79.93	0	25	-50
85.8	0	79.83	77.49	0	1	-50
85.84	6.9	69.03	65.51	0	1	-50
86.03	0	74.77	77.33	0	25	-50
85.98	0.45	85.58	79.37	0	25	-50
86.1	0	84.96	78.83	0	1	-50
86.21	0	60.16	78.94	0	7	100
85.86	0	86.29	78.49	0	19	-50
86	0	70.21	77.02	0	1	-50
85.87	3.41	64.03	63.99	0	1	-50
85.93	0	67.24	77.32	0	25	-50
85.74	2.74	86.46	79.7	0	25	-50
85.91	0	85.22	79.58	0	1	-50
86.01	2	83.68	79.46	0	1	-50
86.12	4.62	69.11	66.39	0	1	-50
86.25	0.8	79.42	79.46	0	25	100
86.26	6.29	54.47	65.97	0	1	100
86.16	0	88.61	78.2	0	25	-50
86.35	0	78.79	79.68	0	7	100
86.33	0	64.35	78.8	0	1	100
86.06	0.81	91.96	79.56	0	25	-50
86.3	50.57	79.37	78.26	0	1	100
87.25	0	35.6	77.1	0	1	100
86.48	0	29.06	65.66	0	1	100
85.8	0	92.91	78.51	0	25	-50
86.06	7.37	77.35	76.84	0	1	-50
86.2	0	61.17	79.43	0	7	100
85.86	4.16	89.79	80.25	0	25	-50
86.11	1.52	81.88	78.34	0	1	-50
86.2	0	66.21	79.57	0	7	100
85.95	0	65.55	65.91	0	1	-50
85.94	16.42	62.26	78.42	0	7	-50
85.94	0	82.71	79.25	0	25	-50
86	0	73.64	78.83	0	1	-50
85.9	0.72	84.85	78.8	0	19	-50
86.02	3.45	88.89	79.65	0	25	-50
86.25	0	71.72	79.08	0	1	100
86.11	0	65.67	65.95	0	1	-50
86.1	2.43	89.14	78.27	0	25	-50
86.34	4.02	70.05	65.18	0	1	100
86.5	0	87.6	79.27	0	25	100
86.65	0	53.82	79.09	0	1	100
86.18	0	71.24	79.13	0	25	-50
86.03	1.4	83.43	79.73	0	25	-50
86.12	0	64.58	66.03	0	1	-50
86.09	0	75.84	78.36	0	25	-50
86.04	0	82.74	79.74	0	25	-50
86.09	0	79.31	78.52	0	1	-50
86.1	0	72.56	78.83	0	7	-50
85.98	1.96	81.51	80	0	25	-50
86.04	16.19	102.85	80.28	0	25	-50
86.75	0	19.32	65.71	0	1	100
85.89	14.65	81	78.26	0	25	-50
86.21	9.69	82.65	79.75	0	25	100
86.44	9.64	66.2	79.59	0	1	100
86.37	6.59	79.29	79.89	0	25	100
86.48	2.8	77.81	79.41	0	1	100
86.5	0	30.34	79.47	0	7	100
85.59	60.4	56.53	68.06	0	19	-50
86.49	6.55	62.3	77.92	0	25	100
86.32	27.91	66.83	80.02	0	25	100
86.59	4.32	67.74	75.68	0	19	100
86.52	5.83	70.42	79.31	0	25	100
86.46	2.79	79.05	79.43	0	25	100
86.5	3.95	70.36	78.94	0	1	100
86.41	0	46.88	65.69	0	1	100
86.06	0.31	77.34	78.07	0	25	-50
86.05	5.13	93.2	79.7	0	25	-50
86.39	0	61.4	79.06	0	1	100
86.06	6.89	99.9	78.92	0	19	-50
86.57	0	72.04	78.84	0	1	100
86.44	7.96	87.74	79.74	0	25	100
86.73	0	45.81	65.69	0	1	100
86.36	0	81.47	78.57	0	25	100
86.41	2.39	75.18	80.04	0	7	100
86.36	1.32	88.71	78.92	0	19	100
86.56	0	66.57	79.42	0	7	100
86.32	4.8	62.71	78.76	0	1	100
86.11	7.23	84.51	79.06	0	25	-50
86.34	3.4	63.75	64.82	0	1	100
86.38	0	75.87	78.27	0	25	100
86.33	0	67.22	78.53	0	7	100
86.12	5.1	75.31	79.21	0	25	-50
86.14	6.94	87.93	78.47	0	19	-50
86.44	1.49	67.05	78.63	0	7	100
86.25	6.95	71.37	79.33	0	25	100
86.23	4.1	52.77	66	0	1	100
86.06	5.6	85.6	78.05	0	25	-50
86.3	10.82	83.11	76.54	0	1	100
86.62	4.42	68.68	78.43	0	7	100
86.52	0	52.94	78.24	0	1	100
86.05	0	63.98	80.11	0	25	-50
85.75	4.22	88.28	79.92	0	19	-50
85.98	7.51	71.67	66.06	0	1	-50
86.22	0	62.59	77.65	0	7	100
85.94	5.34	86.47	78.68	0	25	-50
86.18	3.16	77.54	79.46	0	7	-50
86.2	0.23	71.81	79.55	0	7	100
86.06	4.2	87.57	79.61	0	25	-50
86.28	0	59.32	78.59	0	1	100
85.92	0	50.52	65.44	0	1	-50
85.64	0	77.75	77.54	0	25	-50
85.64	10	97.89	80.05	0	25	-50
86.15	10.77	76.79	79.32	0	1	-50
86.3	1.69	72.75	79.2	0	1	100
86.21	3.95	82.59	79.87	0	25	100
86.33	2.43	64.97	79.09	0	1	100
86.11	4.61	62.82	65.52	0	1	-50
86.14	4.72	85.96	77.91	0	25	-50
86.37	4.33	89.4	78.96	0	25	100
86.64	1.28	64.82	78.96	0	4	100
86.4	3.12	74.07	79.21	0	25	100
86.36	0	71.37	78.77	0	1	100
86.22	6.65	76.2	79.43	0	25	100
86.28	0	61.85	66.06	0	1	100
86.2	0	55.33	77.35	0	7	100
85.79	10.63	80.1	67.26	0	19	-50
86.22	5.12	54.51	58.4	0	1	100
86.24	2.95	47.98	49.62	0	1	100
86.26	16.75	30.43	41.11	0	1	100
86.37	1.02	34.42	30.46	0	19	100
86.46	0	6.09	39.63	0	7	100
85.84	0	76.68	77.01	0	25	-50
85.83	4.75	86.9	79.63	0	25	-50
86.05	24.91	68.85	79.05	0	1	-50
86.32	53.1	0	56.2	0	1	100
86.26	2.23	36.99	54.21	0	19	100
85.98	2.69	15.78	45.96	0	1	-50
85.47	5.57	45.17	41.92	0	19	-50
85.63	11.68	51.87	54.71	0	25	-50
85.79	17.63	56.66	55.67	0	25	-50
85.84	6.22	60.58	55.26	0	19	-50
86.05	6.09	58.61	56.34	0	7	-50
86.2	6.62	59.29	56.52	0	25	100
86.37	7.95	23.14	47.16	0	1	100
86.07	1.33	15.3	41.94	0	1	-50
85.6	0	46.47	55.08	0	25	-50
85.44	1	64.16	56.34	0	25	-50
85.6	17.63	38.95	52.2	0	1	-50
85.68	88.97	8.95	51.84	0	1	-50
86.53	7.91	11.49	51.84	0	22	100
85.93	33.86	25.13	51.84	0	22	-50
86.06	16.75	14.57	51.84	0	4	-50
85.68	0	55.9	67.68	0	25	-50
85.46	18.42	57.9	71.28	0	25	-50
85.55	9.01	70.79	72	0	25	-50
85.69	8.74	63.5	71.64	0	1	-50
85.7	7.65	68.59	70.74	0	19	-50
85.8	9.07	59.13	71.28	0	7	-50
85.74	8.33	36.05	59.28	0	1	-50
85.46	0.66	80.26	70.38	0	25	-50
85.65	0	62.74	71.28	0	7	-50
85.49	8.43	69.74	71.46	0	25	-50
85.61	5.88	96.36	86.4	0	25	-50
85.9	0.84	78.13	86.4	0	4	-50
85.76	9.37	91.84	86.4	0	22	-50
86.03	0	66.49	86.4	0	4	-50
85.66	1.07	84.98	86.4	0	22	-50
85.65	1.01	72.53	86.4	0	4	-50
85.41	1.81	80.93	86.4	0	22	-50
85.34	10.83	88.2	86.4	0	22	-50
85.57	30.25	86.66	86.4	0	4	-50
86.37	31.27	93.71	103.68	0	25	100
86.5	4.93	92.89	103.68	0	4	100
86.36	6.01	93.02	103.68	0	22	100
86.35	10.8	93.07	103.68	0	22	100
86.29	5.54	92.92	103.68	0	4	100
86.17	3.43	93.35	103.68	0	22	-50
86.07	5.1	93.44	103.68	0	22	-50
85.98	8.78	92.91	103.68	0	4	-50
85.96	8.5	92.11	103.68	0	4	-50
85.85	5.42	93.86	100.8	0	19	-50
86.36	16.67	60.07	71.28	0	1	100
86.2	1.65	62.2	71.28	0	22	100
86.02	0	59.02	71.28	0	4	-50
85.84	2.86	61.07	71.28	0	22	-50
85.83	13.06	66.5	71.28	0	22	-50
85.98	24.73	44.52	59.4	0	1	-50
86.26	26.72	61.36	70.56	0	25	100
86.41	13.44	62.87	71.28	0	25	100
86.44	5.61	56.77	70.92	0	1	100
86.29	10.59	58.24	70.92	0	22	100
86.27	22.98	60.07	71.64	0	25	100
86.48	35.91	36.47	71.28	0	1	100
86.33	33.2	26.45	58.5	0	1	100
86.34	17.77	51.38	70.2	0	25	100
86.32	12.01	47.97	71.28	0	7	100
86.2	9.12	55.37	71.46	0	25	100
86.09	10.32	59.84	71.1	0	19	-50
86.06	5.2	66.95	70.92	0	19	-50
86.32	25.76	38.14	48.06	0	1	100
86.42	10.83	34	41.95	0	1	100
86.5	27.17	33.99	41.95	0	4	100
86.9	0	36.64	54.9	0	25	100
86.16	12	15.29	55.98	0	7	-50
85.93	13.34	34.39	55.26	0	19	-50
85.92	18.6	47.76	55.44	0	25	-50
86.16	18.81	54.19	55.62	0	25	-50
86.38	1.67	43.42	47.16	0	1	100
86.3	11.22	28.42	41.76	0	1	100
86.44	15.31	45.06	54.9	0	25	100
86.14	22.32	34.24	55.98	0	7	-50
86.42	0	50.67	55.44	0	19	100
86.2	23.14	33.66	56.16	0	7	100
86.43	12.22	50.04	55.62	0	19	100
86.44	11.69	33.06	47.34	0	1	100
86.18	8.93	27.22	41.95	0	1	-50
86.2	0.37	50.94	54.9	0	25	100
86.16	12.8	48.61	55.8	0	7	-50
86.4	27.95	55.66	56.34	0	25	100
86.66	0	56.22	57.06	0	25	100
86.71	0	33.31	56.34	0	1	100
86.16	25.65	19.48	48.82	0	1	-50
85.98	11.83	36.01	45	0	19	-50
86.25	1.63	65	56.16	0	25	100
86.44	0	59.21	57.42	0	7	100
86.37	5.79	52.07	56.16	0	1	100
86.4	8	53	56.52	0	25	100
86.57	0	41.5	55.98	0	1	100
85.97	2.79	21.05	46.98	0	1	-50
85.7	28.69	22.04	43.56	0	19	-50
85.93	7.82	62.56	55.08	0	25	-50
86.25	0	63.14	56.52	0	25	100
86.21	0	53.99	55.98	0	1	100
86.17	0.45	48.28	56.16	0	7	-50
86.03	19.62	34.32	45.18	0	1	-50
86.19	0	30.72	44.1	0	1	-50
85.94	21.46	27.31	44.28	0	7	-50
86.02	0	51.38	54.54	0	25	-50
85.96	0	42.95	56.88	0	7	-50
85.7	3.36	43.38	56.34	0	19	-50
85.52	21.8	48.22	56.34	0	22	-50
85.77	4.43	62.78	54.54	0	19	-50
86	0	31.73	47.88	0	1	-50
85.7	14.11	26.53	44.28	0	1	-50
85.63	0.67	59.34	54.54	0	25	-50
85.73	11.91	56.81	55.08	0	7	-50
85.98	0.29	63.2	55.8	0	25	-50
86.12	5.36	56.91	55.62	0	1	-50
86.24	0	50.52	55.26	0	1	100
86.15	3.21	38.15	47.16	0	1	-50
86.04	4.3	37.8	44.64	0	1	-50
85.99	3.5	40.31	44.28	0	19	-50
85.98	19.46	58.37	54.9	0	25	-50
86.4	0	53.39	51.12	0	1	100
86.44	4.63	35.82	40.86	0	1	100
86.43	0	35.77	41.04	0	7	100
86.33	0	27.1	38.88	0	1	100
86.11	13.92	28.39	38.88	0	22	-50
86.17	10.03	42.53	41.04	0	25	-50
86.38	0	45.32	40.84	0	19	100
86.46	0	30.88	41.04	0	7	100
86.27	8.11	31.44	41.04	0	22	100
86.24	0	25.99	38.88	0	1	100
86	6.94	41.24	38.88	0	22	-50
86.17	3.72	51.57	41.04	0	25	-50
86.43	4.57	39.31	41.04	0	4	100
86.48	7.12	47.61	41.04	0	22	100
86.73	0	19.48	41.04	0	4	100
86.33	0	29.06	40.86	0	19	100
86.11	3.56	40.83	38.88	0	19	-50
86.21	1.74	24.75	38.88	0	4	100
85.98	0	32.54	39.96	0	25	-50
85.84	2.55	34.05	40.32	0	25	-50
85.77	10.9	32.19	41.4	0	7	-50
